Year,Organization,Electricity Use - Grid Purchase (kWh),Natural Gas Use (GJ)
2023,Town of Prescott,86176,639
2023,Town of Prescott,26569,175.6
2023,Town of Prescott,124116,Not Available
2023,Town of Prescott,64195,664.2
2023,Town of Prescott,825155.9,892.7
2023,Town of Prescott,20873,Not Available
2023,Town of Renfrew,55510,978.1
2023,Town of Renfrew,19716,116.1
2023,Town of Renfrew,8034,Not Available
2023,Town of Renfrew,8421,Not Available
2023,Town of Renfrew,9379,Not Available
2023,Town of Renfrew,24030,Not Available
2023,Town of Renfrew,55585,1017.5
2023,Town of Renfrew,129727,440.6
2023,Town of Renfrew,4648,50.5
2023,Town of Renfrew,17428,404.7
2023,Town of Renfrew,63480,358.3
2023,Town of Renfrew,1062085.9,2021.8
2023,Town of Renfrew,8511,Not Available
2023,Town of Renfrew,4648,Not Available
2023,Town of Renfrew,26789,Not Available
2023,Town of Renfrew,7821,Not Available
2023,Town of Renfrew,1145520.1,2566.1
2023,Town of Renfrew,625721.9,1372.7
2023,Town of Richmond Hill,9066,132.3
2023,Town of Richmond Hill,695,92.6
2023,Town of Richmond Hill,19178,Not Available
2023,Town of Richmond Hill,29234,Not Available
2023,Town of Richmond Hill,77763,96.7
2023,Town of Richmond Hill,1383240.7,4634.5
2023,Town of Richmond Hill,5772,Not Available
2023,Town of Richmond Hill,16444,Not Available
2023,Town of Richmond Hill,73225,386.7
2023,Town of Richmond Hill,55394,592.3
2023,Town of Richmond Hill,97148,734.3
2023,Town of Richmond Hill,114027.9,627.4
2023,Town of Richmond Hill,1766981.7,9527.7
2023,Town of Richmond Hill,285263,1690.1
2023,Town of Richmond Hill,650610.9,1360.6
2023,Town of Richmond Hill,1230486.3,5860.9
2023,Town of Richmond Hill,102647,2162.1
2023,Town of Richmond Hill,1933170.1,9742.5
2023,Town of Richmond Hill,329868.9,1552.3
2023,Town of Richmond Hill,211637.9,1286.9
2023,Town of Richmond Hill,1403368.1,7268.7
2023,Town of Richmond Hill,2156131.3,1599.8
2023,Town of Richmond Hill,2026702.9,10155.5
2023,Town of Richmond Hill,7210,132
2023,Town of Richmond Hill,25844,Not Available
2023,Town of Richmond Hill,17434,Not Available
2023,Town of Richmond Hill,966994.9,4131.6
2023,Town of Richmond Hill,170670,269.3
2023,Town of Richmond Hill,439727.9,988
2023,Town of Richmond Hill,101261,515.6
2023,Town of Richmond Hill,256601.9,1575.4
2023,Town of Richmond Hill,79836,494.3
2023,Town of Richmond Hill,69196,556.2
2023,Town of Richmond Hill,367207,8765.6
2023,Town of Richmond Hill,20701,Not Available
2023,Town of Richmond Hill,323528,Not Available
2023,Town of Richmond Hill,822679.9,4209.1
2023,Town of Richmond Hill,1471671.9,6448.6
2023,Town of Richmond Hill,974978.9,5981
2023,Town of Richmond Hill,89359,313.5
2023,Town of Richmond Hill,1114441.6,15911
2023,Town of Richmond Hill,588914.9,2042.7
2023,Town of Richmond Hill,545658.9,2795
2023,Town of Richmond Hill,58668,952.4
2023,Town of Saugeen Shores,217432,521.2
2023,Town of Saugeen Shores,68445.1,142.3
2023,Town of Saugeen Shores,65704.4,734.9
2023,Town of Saugeen Shores,35399.2,336.1
2023,Town of Saugeen Shores,62646,204.3
2023,Town of Saugeen Shores,672640.8,Not Available
2023,Town of Saugeen Shores,75942.6,302.5
2023,Town of Saugeen Shores,1056640.3,543.8
2023,Town of Saugeen Shores,95989.4,437.8
2023,Town of Saugeen Shores,28257.9,609.7
2023,Town of Saugeen Shores,17863.6,Not Available
2023,Town of Saugeen Shores,5479.3,83.6
2023,Town of Saugeen Shores,46399.7,279.7
2023,Town of Saugeen Shores,50276.4,219.9
2023,Town of Saugeen Shores,778799.9,618.4
2023,Town of Saugeen Shores,7800,98.1
2023,Town of Smiths Falls,17849,79.6
2023,Town of Smiths Falls,612,Not Available
2023,Town of Smiths Falls,234844,1250.1
2023,Town of Smiths Falls,1254325.8,5915.7
2023,Town of Smiths Falls,39973,394.8
2023,Town of Smiths Falls,166020,819.5
2023,Town of Smiths Falls,954536.9,3829.2
2023,Town of Smiths Falls,76320,Not Available
2023,Town of Smiths Falls,8900,Not Available
2023,Town of Smiths Falls,14965,130
2023,Town of Smiths Falls,12648,Not Available
2023,Town of Smiths Falls,2175860.8,7542.2
2023,Town of Smiths Falls,40800,1065.6
2023,Town of Smiths Falls,26153,318
2023,Town of Smiths Falls,16673,Not Available
2023,Town of Smiths Falls,1550,Not Available
2023,Town of Smiths Falls,944,Not Available
2023,Town of Smiths Falls,4047,Not Available
2023,Town of Smiths Falls,21675,Not Available
2023,Town of Smiths Falls,3286,Not Available
2023,Town of Smiths Falls,23167,Not Available
2023,Town of Smiths Falls,3724,Not Available
2023,Town of Wasaga Beach,860525.2,Not Available
2023,Town of Wasaga Beach,5763.4,Not Available
2023,Town of Wasaga Beach,61094.9,230.7
2023,Town of Wasaga Beach,27829.9,141.7
2023,Town of Wasaga Beach,157502.4,197.6
2023,Town of Wasaga Beach,19573.8,Not Available
2023,Town of Wasaga Beach,141145.7,457
2023,Town of Wasaga Beach,16016.9,359.8
2023,Town of Wasaga Beach,104852.7,502.6
2023,Town of Wasaga Beach,54275.4,592.6
2023,Town of Wasaga Beach,292986.2,250.8
2023,Town of Wasaga Beach,137901.7,1182.1
2023,Town of Wasaga Beach,137243.9,463.8
2023,Town of Wasaga Beach,18047.6,Not Available
2023,Town of Wasaga Beach,597577.9,258.9
2023,Town of Wasaga Beach,3525572.2,1902.2
2023,Town of Whitby,695029.9,6315
2023,Town of Whitby,27893.7,205
2023,Town of Whitby,98338.2,662.2
2023,Town of Whitby,50637,361.9
2023,Town of Whitby,37078.9,Not Available
2023,Town of Whitby,64154.2,484.6
2023,Town of Whitby,540145.2,2835.6
2023,Town of Whitby,62478.5,633.6
2023,Town of Whitby,76757.1,554.5
2023,Town of Whitby,212207.8,2565.3
2023,Town of Whitby,76953.1,667.2
2023,Town of Whitby,771432.6,5657.8
2023,Town of Whitby,271912.8,451.2
2023,Town of Whitby,139916.8,397.4
2023,Town of Whitby,811764.4,1555.6
2023,Town of Whitby,476163.1,1119.7
2023,Town of Whitby,10078,183.9
2023,Town of Whitby,1489344.2,4229.9
2023,Town of Whitby,20877.8,Not Available
2023,Town of Whitby,210740.3,1040
2023,Town of Whitby,764156.7,2190.1
2023,Township of Addington Highlands,11469,Not Available
2023,Township of Addington Highlands,13625,Not Available
2023,Township of Addington Highlands,19196,Not Available
2023,Township of Addington Highlands,10219,Not Available
2023,Township of Addington Highlands,28455,Not Available
2023,Township of Addington Highlands,8568,Not Available
2023,Township of Addington Highlands,9045.2,Not Available
2023,Township of Addington Highlands,47854,Not Available
2023,Township of Addington Highlands,3074,Not Available
2023,Township of Addington Highlands,6010,Not Available
2023,Township of Adelaide Metcalfe,19588.9,Not Available
2023,Township of Adelaide Metcalfe,20643.4,148.3
2023,Township of Adelaide Metcalfe,56992.4,Not Available
2023,Township of Adelaide Metcalfe,9151.1,275.4
2023,Township of Adelaide Metcalfe,560,Not Available
2023,Township of Adelaide Metcalfe,15385,Not Available
2023,Township of Adelaide Metcalfe,1987,Not Available
2023,Township of Adelaide Metcalfe,6584.8,Not Available
2023,Township of Adelaide Metcalfe,429,Not Available
2023,Township of Adelaide Metcalfe,7029.3,Not Available
2023,Township of Adelaide Metcalfe,2492,Not Available
2023,Township of Adelaide Metcalfe,560,Not Available
2023,Township of Adelaide Metcalfe,918,Not Available
2023,Township of Admaston/Bromley,6766.6,Not Available
2023,Township of Admaston/Bromley,1682.6,Not Available
2023,Township of Admaston/Bromley,32745.2,Not Available
2023,Township of Admaston/Bromley,0,Not Available
2023,Township of Admaston/Bromley,9916.4,Not Available
2023,Township of Admaston/Bromley,Not Available,Not Available
2023,Township of Alberton,669,0
2023,Township of Alberton,12968,89.3
2023,Township of Alberton,16347,35.7
2023,Township of Alberton,12144,229.4
2023,Township of Algonquin Highlands,41839.7,Not Available
2023,Township of Algonquin Highlands,35100,Not Available
2023,Township of Algonquin Highlands,71613.8,Not Available
2023,Township of Algonquin Highlands,37369.5,Not Available
2023,Township of Algonquin Highlands,Not Available,Not Available
2023,Township of Algonquin Highlands,Not Available,Not Available
2023,Township of Algonquin Highlands,6071,Not Available
2023,Township of Algonquin Highlands,14138.2,Not Available
2023,Township of Algonquin Highlands,9925.6,Not Available
2023,Township of Algonquin Highlands,49592.3,Not Available
2023,Township of Algonquin Highlands,6316.7,Not Available
2023,Township of Algonquin Highlands,11784.2,Not Available
2023,Township of Algonquin Highlands,16035.7,Not Available
2023,Township of Algonquin Highlands,Not Available,Not Available
2023,Township of Algonquin Highlands,Not Available,Not Available
2023,Township of Algonquin Highlands,9707.2,Not Available
2023,Township of Algonquin Highlands,21485.4,Not Available
2023,Township of Algonquin Highlands,9058.4,Not Available
2023,Township of Amaranth,3933.4,Not Available
2023,Township of Amaranth,57694.2,156.7
2023,Township of Amaranth,32761.3,Not Available
2023,Township of Amaranth,52706,Not Available
2023,Township of Amaranth,5998.1,Not Available
2023,Township of Amaranth,1,Not Available
2023,Township of Armour,309.9,Not Available
2023,Township of Armour,11604.9,Not Available
2023,Township of Armour,33040.6,Not Available
2023,Township of Armour,3042.5,Not Available
2023,Township of Armour,25954.4,Not Available
2023,Township of Armour,205.8,Not Available
2023,Township of Armour,14353.1,290.4
2023,Township of Armour,2764.1,Not Available
2023,Township of Athens,12721,295.6
2023,Township of Athens,305880.1,1018.3
2023,Township of Athens,20258.6,218.2
2023,Township of Athens,24875.7,253.6
2023,Township of Athens,24875.7,253.6
2023,Township of Athens,5932.4,124.5
2023,Township of Beckwith,55776,113.8
2023,Township of Beckwith,44772.3,298.9
2023,Township of Beckwith,18592,37.9
2023,Township of Beckwith,852755.2,Not Available
2023,Township of Beckwith,24786,300.2
2023,Township of Blandford-Blenheim,5507,158.7
2023,Township of Blandford-Blenheim,53048,70.5
2023,Township of Blandford-Blenheim,643366.9,1726.9
2023,Township of Blandford-Blenheim,14450,555.3
2023,Township of Blandford-Blenheim,22113,256.7
2023,Township of Blandford-Blenheim,17308,199
2023,Township of Blandford-Blenheim,20644,190.6
2023,Township of Blandford-Blenheim,5477,129.8
2023,Township of Blandford-Blenheim,52356,256.9
2023,Township of Bonfield,2673.8,Not Available
2023,Township of Bonfield,10491.1,Not Available
2023,Township of Bonfield,61842.9,Not Available
2023,Township of Bonfield,20749.8,Not Available
2023,Township of Bonfield,36612,Not Available
2023,Township of Bonfield,45743,Not Available
2023,"Township of Brudenell, Lyndoch and Raglan",2983,Not Available
2023,"Township of Brudenell, Lyndoch and Raglan",594,Not Available
2023,"Township of Brudenell, Lyndoch and Raglan",2260,Not Available
2023,"Township of Brudenell, Lyndoch and Raglan",15836,Not Available
2023,"Township of Brudenell, Lyndoch and Raglan",7800,Not Available
2023,"Township of Brudenell, Lyndoch and Raglan",Not Available,Not Available
2023,"Township of Brudenell, Lyndoch and Raglan",Not Available,Not Available
2023,"Township of Brudenell, Lyndoch and Raglan",Not Available,Not Available
2023,"Township of Brudenell, Lyndoch and Raglan",2163,Not Available
2023,"Township of Brudenell, Lyndoch and Raglan",2170,Not Available
2023,"Township of Brudenell, Lyndoch and Raglan",19208,Not Available
2023,"Township of Brudenell, Lyndoch and Raglan",1398,Not Available
2023,"Township of Brudenell, Lyndoch and Raglan",17496,Not Available
2023,"Township of Brudenell, Lyndoch and Raglan",3088,Not Available
2023,Township of Brock,235654.3,573.9
2023,Township of Brock,59080,Not Available
2023,Township of Brock,6837,125.5
2023,Township of Brock,3507,47.5
2023,Township of Brock,221575,675.9
2023,Township of Brock,9996,492.2
2023,Township of Brock,32611.4,160.1
2023,Township of Brock,306929.7,1043.6
2023,Township of Brock,33164,297.5
2023,Township of Brock,118923,820.2
2023,Township of Brock,9709,123.6
2023,Township of Brock,4653,250
2023,Township of Brock,83181.4,407.7
2023,Township of Brock,15069,437.4
2023,Township of Brock,92357,Not Available
2023,Township of Brock,8902,157.6
2023,Township of Brock,26150,548
2023,Township of Brock,15734,562.8
2023,Township of Carling,Not Available,Not Available
2023,Township of Carling,Not Available,Not Available
2023,Township of Carling,Not Available,Not Available
2023,Township of Carling,Not Available,Not Available
2023,Township of Carlow/Mayo,12314.7,Not Available
2023,Township of Carlow/Mayo,7871.4,Not Available
2023,Township of Carlow/Mayo,10927.5,Not Available
2023,Township of Carlow/Mayo,7553.2,Not Available
2023,Township of Casey,17034,Not Available
2023,Township of Casey,3738,Not Available
2023,Township of Casey,12730,Not Available
2023,Township of Chamberlain,55,Not Available
2023,Township of Chamberlain,17070,Not Available
2023,Township of Chamberlain,7590,Not Available
2023,Township of Chatsworth,52664.8,167.2
2023,Township of Chatsworth,22423.7,168.5
2023,Township of Chatsworth,48544.1,Not Available
2023,Township of Chatsworth,2738,Not Available
2023,Township of Chatsworth,Not Available,Not Available
2023,Township of Chatsworth,20819.2,Not Available
2023,Township of Chatsworth,22502.2,Not Available
2023,Township of Chatsworth,1466.2,Not Available
2023,Township of Chatsworth,0.6,Not Available
2023,Township of Chatsworth,12218.9,Not Available
2023,Township of Chatsworth,0,Not Available
2023,Township of Chatsworth,32582,Not Available
2023,Township of Chatsworth,16370,Not Available
2023,Township of Chatsworth,16728.1,Not Available
2023,Township of Chisholm,10021,Not Available
2023,Township of Chisholm,10021,Not Available
2023,Township of Chisholm,14286,Not Available
2023,Township of Conmee,6594.5,Not Available
2023,Township of Conmee,13284.8,Not Available
2023,Township of Conmee,9024.7,Not Available
2023,Township of Conmee,7563.6,Not Available
2023,Township of Conmee,30577,Not Available
2023,Township of Conmee,8009.5,Not Available
2023,Township of Conmee,4561.8,Not Available
2023,Township of Conmee,5443,Not Available
2023,Township of Cramahe,14316,125
2023,Township of Cramahe,803484.9,599.3
2023,Township of Cramahe,39515,193.4
2023,Township of Cramahe,10481,219
2023,Township of Cramahe,128422,Not Available
2023,Township of Cramahe,5088,141.1
2023,Township of Cramahe,36465,Not Available
2023,Township of Cramahe,5978,107.4
2023,Township of Cramahe,327005,Not Available
2023,Township of Cramahe,31635,195.6
2023,Township of Drummond/North Elmsley,42296,339.5
2023,Township of Drummond/North Elmsley,24366.4,Not Available
2023,Township of Drummond/North Elmsley,5482,Not Available
2023,Township of Drummond/North Elmsley,9797.2,Not Available
2023,Township of Drummond/North Elmsley,11299,Not Available
2023,Township of Drummond/North Elmsley,24366.4,Not Available
2023,Township of Drummond/North Elmsley,14695.8,Not Available
2023,Township of East Garafraxa,15321,Not Available
2023,Township of East Garafraxa,11273,Not Available
2023,Township of East Garafraxa,13311,Not Available
2023,Township of East Hawkesbury,66032,Not Available
2023,Township of East Hawkesbury,35623,Not Available
2023,Township of East Hawkesbury,51148,Not Available
2023,Township of East Hawkesbury,32546,Not Available
2023,Township of East Hawkesbury,72910,Not Available
2023,Township of East Hawkesbury,15209,Not Available
2023,Township of East Hawkesbury,7962,Not Available
2023,Township of East Hawkesbury,7476,Not Available
2023,Township of East Zorra-Tavistock,10497.9,217.2
2023,Township of East Zorra-Tavistock,25962.6,181.6
2023,Township of East Zorra-Tavistock,13532.6,257
2023,Township of East Zorra-Tavistock,12498.6,380.7
2023,Township of East Zorra-Tavistock,6203,Not Available
2023,Township of East Zorra-Tavistock,33079,364.1
2023,Township of East Zorra-Tavistock,37371.6,50.8
2023,Township of East Zorra-Tavistock,0,Not Available
2023,Township of East Zorra-Tavistock,2362,56.6
2023,Township of East Zorra-Tavistock,634518.9,2154.5
2023,Township of East Zorra-Tavistock,25988,234.9
2023,Township of Edwardsburgh/Cardinal,835482.1,1865.8
2023,Township of Edwardsburgh/Cardinal,18765.6,87.9
2023,Township of Edwardsburgh/Cardinal,419801.1,Not Available
2023,Township of Edwardsburgh/Cardinal,426151.8,2731
2023,Township of Edwardsburgh/Cardinal,129766.1,632.7
2023,Township of Edwardsburgh/Cardinal,25863.1,405.3
2023,Township of Edwardsburgh/Cardinal,7702.9,Not Available
2023,Township of Edwardsburgh/Cardinal,20955,78.4
2023,Township of Edwardsburgh/Cardinal,31218.5,Not Available
2023,Township of Edwardsburgh/Cardinal,50102.7,Not Available
2023,Township of Edwardsburgh/Cardinal,19652.2,133.8
2023,Township of Enniskillen,44905,384.8
2023,Township of Enniskillen,212,66.5
2023,Township of Enniskillen,19947,Not Available
2023,Township of Enniskillen,7671,Not Available
2023,Township of Enniskillen,48902,92.3
2023,Township of Essa,577745.3,1288
2023,Township of Essa,24311,Not Available
2023,Township of Essa,262114.8,Not Available
2023,Township of Essa,109901.8,Not Available
2023,Township of Essa,31300.7,Not Available
2023,Township of Essa,357311.4,Not Available
2023,Township of Essa,42064,189
